-73.009992,41.24718
-73.009059,41.245823
-73.461261,41.080085
-88.192406,43.036619
-121.564417,37.025243
-118.329996,33.921425
-118.9462364,34.9871869
-75.6911386,39.6621876
-81.7895781,26.4864276
-80.4123944,27.312983
-88.984814,40.508628
-97.9797372,29.8298106
-122.977335,46.72984
-122.3372441,48.5091927
-120.6654672,35.4865155
-117.085136,34.849399
-120.188559,34.615453
-120.2380604,36.2541195
-121.1892154,38.6428248
-121.9453883,37.4931367
-122.881816,45.153018
-88.9754502,42.2411806
-97.109168,31.581524
-107.340878,39.552525
-106.0711107,39.6311943
-73.504425,41.067819
-81.0415821,29.1124362
-96.538109,29.6901859
-122.198028,39.926285
-122.3176556,41.3098055
-79.511082,36.0695509
-123.3233223,42.4607676
-123.037707,44.082099
-77.4615637,37.6690259
-114.2356472,33.6625158
-86.456695,42.056717
-103.2112312,44.1075101
-96.44825,32.068933
-95.5658524,30.7156974
-87.8161958,42.1742546
-85.0001204,41.6991998
-86.1878432,41.7188212
-95.595456,43.634433
-77.847215,35.973481
-121.9553334,38.3661075
-81.41628,29.924223
-120.54101,46.9768472
-90.0595772,43.7958765
-91.188923,43.879061
-104.4518267,42.7552564
-73.793453,40.661478
-122.152388,44.737197
-80.475214,33.4868731
-98.0429128,43.7019148
-100.7165963,43.8867263
-111.662778,35.174769
-110.1465396,34.9230924
-114.0659565,35.1911456
-108.6021814,39.0892744
-108.1445472,36.7669305
-108.8291065,35.5051914
-109.4753319,37.6254364
-109.5507944,38.5730092
-104.807352,41.161994
-81.2087564,32.1356321
-77.148335,39.0250017
-77.734579,39.606981
-93.3585462,43.6858647
-79.002433,34.667221
-73.5151999,40.800008
-81.5183629,41.312212
-83.6664681,41.5791899
-79.077388,40.017411
-71.4970598,41.661858
-89.3043221,43.1280801
-114.6197402,32.727466
-91.4384579,44.7712031
-87.950428,42.518715
-115.139133,36.165906
-88.3088086,41.7606442
-80.2841924,25.669517
-104.87598,39.56427
-76.756579,35.8501509
-112.5571009,33.4432976
-110.1399956,38.9930088
-73.671661,41.041538
-73.673445,41.040555
-112.083683,38.787658
-80.108276,40.6838229
-121.2692846,38.7734419
-74.6408341,40.1952069
-117.6628716,33.4983514
-112.652524,38.249149
-73.8161421,42.7109998
-77.2952552,38.6434359
-80.601647,40.062131
-112.7081706,32.9488848
-83.6263744,32.8339073
-103.7088202,39.2690109
-99.319142,38.900543
-101.7250365,39.3256719
-111.8410797,39.6778222
-118.3677762,47.1167458
-112.7309542,33.9700056
-97.618739,38.877121
-83.53221,31.448847
-108.6040904,45.7345477
-121.2084416,45.6119994
-113.6022763,37.1258437
-78.103517,36.748516
-120.2064298,39.3272037
-82.679605,30.181405
-74.3364339,40.547671
-78.481082,38.0311
-77.4293809,37.534264
-85.1969251,35.0374375
-123.4926352,39.1027915
-112.1179659,34.3271068
-119.176983,34.240808
-116.2131578,33.742722
-109.9445747,45.8369805
-82.3217848,27.9386996
-86.8130712,40.4169274
-78.4814259,38.0309197
-85.4798702,32.6120482
-86.6351753,31.8561344
-111.681694,32.878773
-116.820082,33.931316
-118.390162,33.986765
-115.532486,32.760837
-117.529427,34.113584
-104.794648,39.77512
-72.759717,41.722672
-86.116677,30.720702
-82.193938,29.140981
-80.82286,27.60089
-81.500189,28.514873
-84.39713,33.79382
-84.285394,33.793198
-87.721114,41.585206
-89.67119,39.748868
-86.07959,39.702238
-95.760226,39.044394
-93.248782,30.199071
-75.56489,38.4016
-71.833059,42.203734
-70.540289,41.781195
-111.06329,45.70007
-112.507161,45.981226
-114.031924,46.914375
-114.888901,47.192149
-74.074191,40.957479
-84.277027,39.858702
-84.071932,40.726668
-86.804301,35.969135
-71.475065,43.11007
-71.477768,43.109066
-118.061916,36.60059
-121.228683,37.782622
-114.624329,34.850835
